budget,id,popularity,release_date,revenue,runtime,vote_average,vote_count,doy,year,dow,week,genre_drama,genre_comedy,genre_thriller,genre_romance,genre_action,genre_horror,genre_crime,genre_documentary,genre_adventure,genre_science_fiction,other_genre,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
0,26133.0,1.739258,1999-12-05,0.0,89.0,6.0,10.0,339.0,1999.0,6.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.0,5587.0,147977.0,1910.0,32479.0
0,68981.0,0.103153,1993-09-15,0.0,118.0,6.0,2.0,258.0,1993.0,2.0,37,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6720.0,103596.0,65277.0,554840.0,86633.0
0,10235.0,1.915541,1938-11-24,0.0,112.0,6.8,26.0,328.0,1938.0,3.0,47,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67502.0,67503.0,67504.0,1317190.0,593091.0
1000000,11533.0,6.222085,1963-06-19,0.0,104.0,7.1,138.0,170.0,1963.0,2.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,40241.0,69763.0,24819.0,69764.0,93163.0
0,2817.0,7.272304,1997-11-12,0.0,120.0,6.9,15.0,316.0,1997.0,2.0,46,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24816.0,20851.0,28279.0,28281.0,18177.0
0,1394.0,4.235709,1983-05-01,0.0,120.0,7.5,77.0,121.0,1983.0,6.0,17,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090481.0,38127.0,9031.0,150825.0,150826.0
0,1719.0,2.137534,1964-05-05,0.0,119.0,7.1,30.0,126.0,1964.0,1.0,19,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18809.0,18559.0,18810.0,3509.0,18811.0
0,140207.0,1.564586,1979-09-10,0.0,320.0,7.6,10.0,253.0,1979.0,0.0,37,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12248.0,29069.0,134137.0,71949.0,385.0
0,781.0,1.781979,1997-10-30,0.0,120.0,6.7,10.0,303.0,1997.0,3.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8796.0,11608.0,11609.0,1086.0,11610.0
0,13553.0,2.773173,1979-06-15,0.0,96.0,4.9,40.0,166.0,1979.0,4.0,24,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,39104.0,74640.0,1076182.0,141069.0,1076183.0
0,183252.0,0.083899,1991-02-15,0.0,107.0,5.5,1.0,46.0,1991.0,4.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1923.0,5920.0,,,
0,3777.0,6.471043,1957-01-15,0.0,110.0,7.7,181.0,15.0,1957.0,1.0,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7450.0,33761.0,30469.0,7453.0,7454.0
0,11659.0,6.040001,2003-05-19,0.0,366.0,8.0,88.0,139.0,2003.0,0.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34491.0,44646.0,44110.0,70234.0,35106.0
800000,24065.0,4.797893,1992-09-11,0.0,97.0,5.0,12.0,255.0,1992.0,4.0,37,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,69597.0,93503.0,6474.0,3126.0,4654.0
0,39907.0,1.148337,2000-12-29,0.0,113.0,6.9,7.0,364.0,2000.0,4.0,52,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,228620.0,228621.0,228622.0,228623.0,57209.0
0,26612.0,3.301143,1990-06-08,0.0,131.0,5.6,36.0,159.0,1990.0,4.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,10017.0,3894.0,936.0,113.0,947789.0
783000,10604.0,4.813635,1964-12-14,0.0,142.0,7.0,55.0,349.0,1964.0,0.0,51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5401.0,27554.0,18847.0,45523.0,65842.0
0,44098.0,2.936232,1946-11-28,0.0,116.0,5.8,11.0,332.0,1946.0,3.0,48,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6598.0,82216.0,10158.0,22600.0,13996.0
0,16876.0,3.273855,2002-06-07,0.0,87.0,7.2,53.0,158.0,2002.0,4.0,23,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59216.0,11107.0,80965.0,80966.0,69855.0
0,37437.0,0.437809,1969-01-01,0.0,100.0,6.4,10.0,1.0,1969.0,2.0,1,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1216598.0,6609.0,1232929.0,1244470.0,
0,141003.0,0.0826,2000-08-13,0.0,97.0,6.0,1.0,226.0,2000.0,6.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52602.0,1811.0,7004.0,1213299.0,27237.0
0,14782.0,5.526635,2001-09-14,0.0,111.0,6.8,32.0,257.0,2001.0,4.0,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,27008.0,52646.0,1817.0,10399.0
0,77780.0,0.720198,1989-06-01,0.0,93.0,5.0,5.0,152.0,1989.0,3.0,22,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5048.0,2179.0,1064.0,64056.0,6471.0
0,9545.0,9.337393,1993-01-29,18994653.0,98.0,5.9,109.0,29.0,1993.0,4.0,4,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,13022.0,1954.0,22131.0,57904.0,40540.0
0,53117.0,0.802286,1998-07-16,0.0,120.0,5.5,6.0,197.0,1998.0,3.0,29,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144474.0,144475.0,74942.0,1167148.0,144478.0
0,41651.0,2.404331,1993-12-29,0.0,104.0,5.0,19.0,363.0,1993.0,2.0,52,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,650.0,15824.0,1538.0,41232.0,157053.0
0,29270.0,2.391796,2000-01-01,0.0,80.0,6.6,22.0,1.0,2000.0,5.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994126.0,994127.0,994128.0,1890594.0,1890595.0
0,28030.0,0.692364,1999-07-19,0.0,87.0,6.4,6.0,200.0,1999.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,111423.0,111424.0,,,
0,16514.0,1.715253,1955-09-22,0.0,106.0,6.6,15.0,265.0,1955.0,3.0,38,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,50962.0,84233.0,15978.0,16071.0,51377.0
0,1926.0,3.103918,2002-09-04,0.0,135.0,6.1,24.0,247.0,2002.0,2.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7502.0,20041.0,4532.0,20042.0,20043.0
0,31112.0,0.594899,1980-01-01,2013193.0,75.0,6.2,12.0,1.0,1980.0,1.0,1,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403987.0,246727.0,569864.0,42223.0,3044.0
0,11060.0,5.439942,1990-01-12,27734391.0,114.0,6.5,71.0,12.0,1990.0,4.0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1205.0,1271.0,12133.0,18331.0,109.0
0,17365.0,4.43233,1974-06-14,0.0,102.0,6.9,70.0,165.0,1974.0,4.0,24,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,6449.0,33644.0,10775.0,81734.0,7668.0
4000000,11474.0,11.457298,1979-02-08,22490039.0,93.0,7.4,451.0,39.0,1979.0,3.0,6,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,36409.0,1736.0,1737.0,69564.0,1058172.0
0,63888.0,0.783968,1968-01-01,0.0,140.0,6.6,5.0,1.0,1968.0,0.0,1,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5004.0,50.0,2091.0,25787.0,11130.0
0,49320.0,0.999465,1999-01-22,0.0,123.0,6.3,13.0,22.0,1999.0,4.0,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11263.0,85386.0,141980.0,122402.0,72481.0
0,10916.0,8.389329,1999-01-03,0.0,94.0,6.9,36.0,3.0,1999.0,6.0,53,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,2547.0,52301.0,8894.0,67456.0,20817.0
0,10921.0,2.203009,1998-11-08,0.0,94.0,6.1,29.0,312.0,1998.0,6.0,45,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,52301.0,52312.0,8894.0,52302.0,8349.0
0,10941.0,5.579911,1998-07-19,0.0,94.0,6.4,39.0,200.0,1998.0,6.0,29,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,2547.0,52300.0,36217.0,67575.0,52304.0
0,42204.0,0.266786,1978-04-20,0.0,104.0,6.7,6.0,110.0,1978.0,3.0,16,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80742.0,68091.0,2698.0,39015.0,131814.0
25000000,33157.0,3.240624,1970-10-26,3052000.0,128.0,7.1,33.0,299.0,1970.0,0.0,44,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,522.0,290.0,40.0,10018.0,77165.0
0,24798.0,3.09897,1986-10-10,0.0,90.0,6.1,22.0,283.0,1986.0,4.0,41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,1230.0,12967.0,8978.0,34535.0
0,277073.0,0.210088,2000-06-07,0.0,78.0,0.0,0.0,159.0,2000.0,2.0,23,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58112.0,5503.0,1215988.0,154932.0,1484540.0
0,4923.0,10.698934,1974-02-06,0.0,105.0,5.8,106.0,37.0,1974.0,2.0,6,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,738.0,44079.0,22370.0,40041.0,40042.0
0,36741.0,1.332883,1960-03-24,0.0,94.0,6.6,20.0,84.0,1960.0,3.0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39025.0,29427.0,20394.0,74155.0,30766.0
0,11656.0,10.353794,1960-02-08,0.0,89.0,7.8,129.0,39.0,1960.0,0.0,6,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2201.0,70359.0,6662.0,70361.0,48574.0
0,16284.0,2.750367,1958-06-24,0.0,124.0,7.5,14.0,175.0,1958.0,1.0,26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,11859.0,15736.0,14371.0,19463.0,102661.0
0,25009.0,2.994187,1953-10-09,0.0,115.0,6.2,38.0,282.0,1953.0,4.0,41,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,11492.0,25787.0,4070.0,39954.0,107435.0
0,91226.0,0.001393,1980-01-04,0.0,90.0,5.0,1.0,4.0,1980.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
0,171229.0,0.831471,1999-12-13,0.0,100.0,6.3,6.0,347.0,1999.0,0.0,50,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3810.0,31384.0,17006.0,953.0,19820.0
0,45926.0,1.064921,1996-12-13,0.0,99.0,4.7,3.0,348.0,1996.0,4.0,50,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293.0,4783.0,1350.0,17328.0,24381.0
0,40092.0,3.039934,1947-09-01,0.0,110.0,6.9,35.0,244.0,1947.0,0.0,36,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70668.0,13579.0,2922.0,20366.0,11495.0
7500000,10133.0,7.348974,2002-10-01,0.0,95.0,6.7,196.0,274.0,2002.0,1.0,40,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,18325.0,140.0,44208.0,53720.0,5892.0
0,82838.0,1.088216,1956-11-02,0.0,100.0,3.5,4.0,307.0,1956.0,4.0,44,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636.0,7683.0,12308.0,8254.0,12309.0
0,14589.0,1.881187,1939-01-01,0.0,103.0,7.0,20.0,1.0,1939.0,6.0,52,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32428.0,13577.0,19967.0,4071.0,2438.0
0,14594.0,5.650608,1945-01-25,0.0,100.0,6.4,15.0,25.0,1945.0,3.0,4,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32428.0,13577.0,83260.0,120306.0,7641.0
0,14590.0,2.671234,1941-11-21,0.0,97.0,6.2,17.0,325.0,1941.0,4.0,47,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32428.0,13577.0,10411.0,17752.0,14574.0
0,14588.0,7.201727,1936-12-25,0.0,112.0,7.1,30.0,360.0,1936.0,4.0,52,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,32428.0,13577.0,854.0,32924.0,33747.0
0,14595.0,1.148166,1947-08-28,0.0,86.0,6.6,16.0,240.0,1947.0,3.0,35,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,32428.0,13577.0,4966.0,923.0,52756.0
600000,9459.0,3.624542,1970-03-26,34505110.0,225.0,7.1,67.0,85.0,1970.0,3.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,57891.0,86385.0,1490.0,44547.0,86389.0
0,465.0,3.200299,1988-03-03,0.0,88.0,5.3,4.0,63.0,1988.0,3.0,9,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6293.0,6302.0,1653.0,6303.0,6304.0
0,86600.0,1.672384,1974-07-24,0.0,89.0,7.8,4.0,205.0,1974.0,2.0,30,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5563.0,30123.0,19463.0,58339.0,29069.0
0,20644.0,1.175665,1941-05-23,0.0,99.0,7.9,6.0,143.0,1941.0,4.0,21,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32428.0,13577.0,98574.0,2672.0,3367.0
0,24965.0,7.425486,1939-01-24,0.0,117.0,6.6,38.0,24.0,1939.0,1.0,4,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,2638.0,30495.0,51762.0,10024.0,16761.0
20000000,192936.0,3.636791,2003-03-25,0.0,248.0,6.8,61.0,84.0,2003.0,1.0,13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,13362.0,4038.0,5530.0,13364.0,3547.0
20000000,876.0,14.612842,2000-12-03,0.0,292.0,6.7,114.0,338.0,2000.0,6.0,48,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,227.0,13362.0,13363.0,3547.0,3753.0
0,1583.0,9.634205,2001-08-23,0.0,93.0,7.0,66.0,235.0,2001.0,3.0,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133520.0,677.0,17718.0,17719.0,17720.0
0,17653.0,3.782615,1993-03-04,3956913.0,106.0,7.1,45.0,63.0,1993.0,3.0,9,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,1336.0,82177.0,82400.0,56816.0,67047.0
4000000,11069.0,9.877868,1996-04-09,0.0,100.0,5.9,209.0,100.0,1996.0,1.0,15,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,10430.0,68108.0,4160.0,67015.0,106474.0
0,10829.0,10.191148,2001-10-02,0.0,104.0,5.4,149.0,275.0,2001.0,1.0,40,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,67015.0,67017.0,67020.0,14794.0,4788.0
0,19425.0,0.797308,1985-12-05,0.0,94.0,5.7,10.0,339.0,1985.0,3.0,49,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,106568.0,201798.0,544819.0,544820.0,164114.0
0,108055.0,0.511273,1933-02-03,0.0,82.0,2.5,2.0,34.0,1933.0,4.0,5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14286.0,104728.0,9067.0,1022678.0,30195.0
0,86959.0,0.112213,1989-05-05,0.0,102.0,4.7,3.0,125.0,1989.0,4.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137952.0,1283.0,34902.0,29791.0,18266.0
0,9698.0,1.044389,1986-01-01,0.0,86.0,4.8,6.0,1.0,1986.0,2.0,1,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,58622.0,58623.0,7621.0,58296.0,58624.0
0,57946.0,0.104037,2002-06-29,0.0,95.0,4.0,2.0,180.0,2002.0,5.0,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11152.0,,,,
0,45044.0,0.326438,2002-09-11,0.0,90.0,5.0,1.0,254.0,2002.0,2.0,37,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62531.0,5443.0,32513.0,146170.0,136170.0
50000,26860.0,2.692891,1932-08-04,0.0,67.0,5.9,52.0,217.0,1932.0,3.0,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1547.0,43845.0,96470.0,34758.0,96471.0
0,29049.0,4.63932,1966-01-12,0.0,91.0,6.0,24.0,12.0,1966.0,2.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10029.0,102661.0,102663.0,102665.0,100097.0
0,27130.0,3.511113,1943-04-21,0.0,69.0,6.7,54.0,111.0,1943.0,2.0,16,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,95117.0,48962.0,97037.0,97039.0,97040.0
0,8468.0,1.078271,1991-09-05,0.0,103.0,6.0,7.0,248.0,1991.0,3.0,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20173.0,55188.0,26093.0,35189.0,89799.0
0,31952.0,3.448018,1970-10-04,0.0,91.0,6.5,36.0,277.0,1970.0,6.0,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83739.0,5.0,47722.0,30765.0,26557.0
0,39043.0,1.979907,1971-01-31,0.0,93.0,5.7,30.0,31.0,1971.0,6.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83739.0,29909.0,30672.0,39952.0,40163.0
0,54396.0,0.457852,1973-03-01,0.0,81.0,4.5,2.0,60.0,1973.0,3.0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938742.0,938743.0,938744.0,938745.0,938747.0
0,22682.0,3.014635,1967-01-01,0.0,121.0,6.6,12.0,1.0,1967.0,6.0,52,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40173.0,46944.0,83452.0,131566.0,188729.0
4638783,11577.0,5.781236,1973-05-23,11000000.0,106.0,7.2,67.0,143.0,1973.0,2.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5563.0,10823.0,58423.0,4069.0,14001.0
0,42402.0,1.866255,1958-05-07,0.0,102.0,5.5,21.0,127.0,1958.0,2.0,19,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,3636.0,176873.0,82863.0,80620.0,96448.0
0,21159.0,4.471808,1964-03-08,0.0,86.0,6.6,82.0,68.0,1964.0,6.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1905.0,50781.0,91815.0,22479.0,25816.0
0,40810.0,0.834969,1974-02-02,0.0,91.0,7.0,21.0,33.0,1974.0,5.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2537.0,1168048.0,127833.0,1015138.0,1031140.0
0,40812.0,0.905518,1974-04-27,0.0,85.0,5.9,14.0,117.0,1974.0,5.0,17,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2537.0,1031139.0,138423.0,1020807.0,118998.0
0,336.0,9.611094,1971-10-20,0.0,157.0,7.7,176.0,293.0,1971.0,2.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5563.0,522.0,5567.0,5568.0,5566.0
1500000,11942.0,4.139461,1974-08-14,0.0,112.0,7.0,89.0,226.0,1974.0,2.0,33,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,8255.0,70984.0,5255.0,70985.0,4122.0
813000,36206.0,3.102999,1962-06-20,0.0,94.0,7.1,40.0,171.0,1962.0,2.0,25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,20501.0,16131.0,115264.0,30512.0
3716946,23330.0,2.537955,1970-05-13,5000000.0,121.0,6.9,48.0,133.0,1970.0,2.0,20,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,4765.0,7631.0,2076.0,14253.0,8262.0
0,5927.0,1.464329,1972-08-02,0.0,100.0,6.4,27.0,215.0,1972.0,2.0,31,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,13565.0,40202.0,46617.0,8258.0,10671.0
0,49636.0,1.863293,1976-04-24,0.0,93.0,5.9,27.0,115.0,1976.0,5.0,17,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,584527.0,1530936.0,139921.0,1173734.0,937835.0
0,3075.0,2.049849,1969-05-22,0.0,98.0,6.4,26.0,142.0,1969.0,3.0,21,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,5.0,30140.0,12517.0,29540.0,11131.0
0,30137.0,10.576153,1963-08-27,0.0,87.0,6.4,31.0,239.0,1963.0,1.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1905.0,48958.0,4072.0,94777.0,95082.0
0,5521.0,6.693644,2001-01-01,0.0,100.0,5.8,13.0,1.0,2001.0,0.0,1,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43902.0,6066.0,43903.0,11794.0,15152.0
66500,27636.0,2.227007,1963-08-29,0.0,87.0,6.2,25.0,241.0,1963.0,3.0,35,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,39754.0,113.0,37745.0,5969.0,54941.0
0,222.0,0.692745,1927-09-23,0.0,69.0,8.0,11.0,266.0,1927.0,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2797.0,,,,
0,10686.0,3.121214,1998-10-27,0.0,111.0,6.9,18.0,300.0,1998.0,1.0,44,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,66589.0,66591.0,66592.0,120918.0,19589.0
0,43096.0,0.802364,1959-04-09,0.0,95.0,5.9,13.0,99.0,1959.0,3.0,15,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89808.0,100318.0,19153.0,857.0,1024593.0
1000000,42688.0,2.619751,1968-05-29,0.0,94.0,6.0,11.0,150.0,1968.0,2.0,22,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,122632.0,115334.0,11066.0,26142.0
7000000,25598.0,7.218957,1991-05-19,191125.0,127.0,6.2,23.0,139.0,1991.0,6.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,110.0,3124.0,4687.0,4960.0
0,25858.0,3.12255,1948-04-27,0.0,98.0,7.7,54.0,118.0,1948.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108025.0,118176.0,7450.0,7453.0,125723.0
65000,14262.0,1.335691,1977-05-27,0.0,90.0,6.7,29.0,147.0,1977.0,4.0,21,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,76494.0,9292.0,76495.0,10373.0,10371.0
0,38701.0,1.750414,1975-07-01,0.0,86.0,5.5,14.0,182.0,1975.0,1.0,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7502.0,11998.0,46617.0,1748.0,4966.0
0,33357.0,1.725038,1972-06-01,0.0,125.0,7.4,18.0,153.0,1972.0,3.0,22,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4960.0,15397.0,15753.0,14814.0,9872.0
5000000,21948.0,4.721308,1977-10-14,0.0,95.0,6.7,48.0,287.0,1977.0,4.0,41,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,21416.0,2176.0,88093.0,40185.0,12850.0
0,30368.0,2.787661,1949-10-17,0.0,122.0,7.3,56.0,290.0,1949.0,0.0,42,0.33,0.0,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,7450.0,7453.0,106159.0,106160.0,106161.0
0,1059.0,5.624255,1958-12-28,0.0,139.0,8.0,117.0,362.0,1958.0,6.0,52,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,7450.0,7453.0,7454.0,69335.0,96552.0
0,12493.0,8.815184,1963-03-01,0.0,142.0,8.2,123.0,60.0,1963.0,4.0,9,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,7450.0,70131.0,34374.0,13251.0,20830.0
0,42090.0,2.281167,1984-04-09,0.0,70.0,6.3,9.0,100.0,1984.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38127.0,8742.0,5313.0,232497.0,46864.0
6000000,13122.0,12.709349,1991-11-01,0.0,102.0,6.4,150.0,305.0,1991.0,4.0,44,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,148638.0,5616.0,10182.0,157904.0,9996.0
0,55730.0,0.178585,1992-10-26,0.0,99.0,6.0,2.0,300.0,1992.0,0.0,44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882.0,6474.0,41249.0,1233.0,1756.0
0,14273.0,0.689963,2000-08-30,0.0,82.0,7.7,36.0,243.0,2000.0,2.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1081559.0,,,,
