actor_id,actor_name
153380,Eric Feldary
117735,Victor Varconi
54905,Katina Paxinou
33747,Joseph Calleia
1652441,Lilo Yarson
9842,Alexander Granach
939680,Adia Kuznetzoff
1036949,Leonid Snegoff
1419559,Leo Bulgakov
144387,Duncan Renaldo
89691,Frank Puglia
103493,Pedro de Cordoba
120755,Michael Visaroff
94401,Martin Garralaga
22099,Jean Del Val
124089,John Mylong
2371,Feodor Chaliapin Jr.
2638,Cary Grant
854,James Stewart
14683,Ruth Hussey
14689,Virginia Weidler
14686,Mary Nash
14688,John Halliday
14685,Roland Young
102687,John Howard
10924,Henry Daniell
14690,Rex Evans
14691,Lionel Pape
921738,King Baggot
8241,Hillary Brooke
1359376,Veda Buckland
229663,Lita Chevret
1091312,Russ Clark
103185,David Clyde
1667292,Robert De Bruce
940028,Dorothy Fay
100346,Claude King
148419,Eric Mayne
1145664,Florine McKinney
121066,Lee Phelps
1221283,Hilda Plowright
127519,Helene Reynolds
1234110,Mildred Shay
5252,Joseph Sweeney
13294,Gene Kelly
13295,Donald O'Connor
13296,Jean Hagen
13297,Millard Mitchell
41226,Cyd Charisse
13298,Douglas Fowley
29814,Mae Clarke
121323,Bess Flowers
2784,Robert Foulk
55997,Joi Lansing
1213241,Sylvia Lewis
85778,'Snub' Pollard
15992,William Schallert
121765,Elaine Stewart
120473,Brick Sullivan
97999,John George
5320,Leslie Caron
27966,Oscar Levant
27967,Georges Guétary
8638,Anna Q. Nilsson
96701,John Eldredge
40623,Hayden Rorke
1426931,Dudley Field Malone
124736,Ann Codee
120545,Eugene Borden
1421075,Martha Bamattre
43824,Madge Blake
243805,Noel Neill
1932,Audrey Hepburn
30181,Fred Astaire
83393,Kay Thompson
9746,Michel Auclair
1461562,Dovima
145861,Suzy Parker
1461565,Sunny Hartnett
118231,Virginia Gibson
124852,Sue England
10929,Ruta Lee
1933,George Peppard
1934,Patricia Neal
1935,Buddy Ebsen
1936,Martin Balsam
1937,Mickey Rooney
1942,José Luis de Villalonga
1943,John McGiver
1944,Alan Reed
1945,Dorothy Whitney
1946,Beverly Powers
1947,Stanley Adams
1948,Claude Stroud
1949,Elvia Allman
1950,Orangey
385470,Charles Sherlock
5729,Kim Novak
5730,Barbara Bel Geddes
5731,Tom Helmore
5732,Henry Jones
5737,Raymond Bailey
5738,Ellen Corby
5739,Konstantin Shayne
5740,Lee Patrick
4070,Grace Kelly
7683,Wendell Corey
7684,Thelma Ritter
7685,Raymond Burr
7686,Judith Evelyn
49906,Ross Bagdasarian
161738,Georgine Darcy
121038,Sara Berner
93622,Frank Cady
85846,Jesslyn Fax
184636,Rand Harper
130373,Irene Winston
176534,Havis Davenport
861,Kathryn Grant
106504,Marla English
2636,Alfred Hitchcock
33777,Anthony Warde
70985,Gig Young
11492,Clark Gable
30155,Claudette Colbert
30156,Walter Connolly
30157,Roscoe Karns
30158,Jameson Thomas
8729,Alan Hale
29263,Arthur Hoyt
30159,Blanche Friderici
30160,Charles C. Wilson
4303,Ward Bond
30530,Irving Bacon
14453,James Burke
89729,Joseph Crehan
1172948,Mickey Daniels
117036,Milton Kibbee
122978,Ray Cooke
29519,Charles Boyer
7664,Joseph Cotten
14299,Dame May Whitty
74622,Barbara Everest
567221,Tom Stevenson
108804,Heather Thatcher
975810,Lawrence Grossmith
29601,Halliwell Hobbes
100049,Emil Rameau
554889,Jakob Gimpel
1459370,Harry Adams
1271205,Joseph North
1381534,Lassie Lou Ahern
1419561,John Ardizoni
1420560,Antonio D'Amore
1286628,Joseph Romantini
1144351,Guy Zanette
121239,Jack Kirk
939842,Wilson Benge
38252,Arthur Blake
94114,Lillian Bronson
3368,Leonard Carey
22606,Alec Craig
128494,Helen Flint
9097,Gibson Gowland
213835,Gary Gray
121224,Roger Gray
120458,Bobby Hale
1540998,Joy Harington
120454,Charles McNaughton
33716,Terry Moore
17758,Georgie Nokes
550226,Tarquin Olivier
88728,Syd Saylor
117857,Arthur Stone
99375,Morgan Wallace
34128,Eric Wilton
87455,Eustace Wyatt
1467861,Maude Fealy
1090894,Al Ferguson
100800,Clive Morgan
1271206,Elsie Prescott
30003,Ginger Rogers
125841,Alice Brady
2437,Edward Everett Horton
30183,Erik Rhodes
30184,Eric Blore
118632,Lillian Miles
544585,Charles Coleman
134268,William Austin
64838,Betty Grable
2930,E.E. Clive
115770,Paul Porcasi
2639,Eva Marie Saint
2091,James Mason
2642,Leo G. Carroll
2645,Adam Williams
2640,Jessie Royce Landis
2745,Doreen Lang
2643,Josephine Hutchinson
2644,Philip Ober
2649,Philip Coolidge
2646,Edward Platt
2647,Robert Ellenstein
2648,Les Tremayne
2650,Patrick McVey
2651,Edward Binns
2652,Ken Lynch
151503,Maudie Prickett
18870,Ned Glass
115460,Malcolm Atterbury
1217402,Andy Albin
103089,Ernest Anderson
116988,Tol Avery
93740,Baynes Barron
1072437,Brandon Beach
133738,John Beradino
191823,Steve Carruthers
197436,Taggart Casey
1417620,Bill Catching
30557,Walter Coy
1221373,Jimmy Cross
96458,Patricia Cutts
119735,Jack Daly
55699,John Damler
15625,Lawrence Dobkin
120037,Tommy Farrell
121322,Adolph Faylauer
98457,Sally Fraser
153486,Paul Genge
1468520,James Gonzalez
153392,Tom Greenway
1419570,Robert Haines
137260,Stuart Hall
119542,Stuart Holmes
89313,Eugene Jackson
96705,Bobby Johnson
1130451,Kenner G. Kemp
16765,Madge Kennedy
120445,Colin Kenny
1353645,Carl M. Leviness
12427,Alexander Lockwood
117046,Frank Marlowe
1417927,Thomas Martin
93741,James McCallion
1215921,Maura McGiveney
115076,Carl Milletaire
1469587,Hans Moebus
87370,Howard Negley
1368758,Monty O'Grady
170609,Ralph Reed
1462194,John Roy
179327,Jeffrey Sayre
1364421,Scott Seaton
977837,Harry Seymour
34726,Robert Shayne
78690,Jeremy Slate
114961,Olan Soule
193786,Helen Spring
114097,Harvey Stephens
131003,Harry Strang
34094,Dale Van Sickel
34625,Frank Wilcox
1082954,Lloyd Williams
120070,Robert Williams
1221305,Paula Winslowe
131111,Wilson Wood
2098,Carleton Young
1505860,Dick Johnstone
1208035,Bert Stevens
1537729,Cosmo Sardo
1541923,Don Anderson
1596342,Alphonso DuBois
1597765,Len Hendry
1214642,Nora Marlowe
4091,Fred MacMurray
571911,David Lewis
4097,Hope Holiday
3161,Joan Shawlee
4096,Naomi Stevens
4099,Johnny Seven
40381,Joyce Jameson
87517,Willard Waterman
141694,David White
4098,Edie Adams
1234545,Dorothy Abbott
1250242,Joe Palma
16527,Bill Baldwin
120555,Benny Burt
98166,Lynn Cartwright
1225439,Mason Curry
153413,David Macklin
3149,Marilyn Monroe
3152,George Raft
3155,Pat O’Brien
3156,Joe E. Brown
3160,Nehemiah Persoff
1700403,Billy Gray
3163,George E. Stone
1238851,Dave Barry
84229,Mike Mazurki
1045763,Harry Wilson
164975,Beverly Wills
3168,Barbara Drew
81501,Edward G. Robinson Jr.
153395,Marian Collier
151865,Pat Comiskey
1152705,James Dime
1547818,Duke Fishman
16417,Paul Frees
1287871,Jack Gordon
120048,Joe Gray
562713,Harold 'Tommy' Hart
1514041,William Hoehne Jr.
115331,John Indrisano
34324,Tom Kennedy
151771,Jack Mather
134001,Laurie Mitchell
165132,Fred Sherman
1496053,Carl Sklover
1547827,Ralph Volkie
3345,Tito Vuolo
1221372,Sandra Warner
119255,Billy Wayne
1759,Grace Lee Whitney
1468481,Edwin Rochelle
569144,Frank McLure
41714,Dominique Minot
26890,Jacques Marin
41716,Paul Bonifas
41717,Thomas Chelimsky
580699,Marc Arian
37119,Claudine Berg
579437,Marcel Bernier
1100817,Albert Daumergue
38172,Raoul Delfosse
13284,Stanley Donen
1326575,Jean Gold
24801,Chantal Goya
32162,Clément Harari
44823,Monte Landis
251135,Antonio Passalia
580200,Jacques Préboist
41712,Peter Stone
1326565,Michel Thomass
3523,Roger Trapp
144970,Louis Viret
4110,Humphrey Bogart
4112,Paul Henreid
4113,Claude Rains
3001,Conrad Veidt
4114,Sydney Greenstreet
2094,Peter Lorre
94110,S.Z. Sakall
4116,Madeleine Lebeau
4117,Dooley Wilson
4118,Joy Page
4119,John Qualen
4120,Leonid Kinskey
2313,Curt Bois
1331750,Enrique Acosta
121320,Ed Agresti
1224787,Louis V. Arco
1331753,Frank Arnold
95054,Leon Belasco
1331754,Nino Bellini
114402,Oliver Blake
90074,Monte Blue
981271,Dick Botiller
1044381,Maurice Brierre
21877,Sebastian Cabot
1276330,Anita Camargo
120066,George M. Carleton
1047407,Spencer Chan
1331756,Melie Chang
1062527,Tex Cooper
9096,Gino Corrado
1228104,Franco Corsaro
120778,Adrienne D'Ambricourt
4121,Marcel Dalio
4122,Helmut Dantine
588565,Jean De Briac
1331757,George Dee
1331758,Carl Deloro
1263504,Joseph DeVillard
1331759,Arthur Dulac
95967,William Edmunds
121095,Herbert Evans
121331,Fred Farrell
1331760,O.K. Ford
19551,Gregory Gaye
1331761,Gregory Golubeff
100898,Ilka Grüning
97981,Creighton Hale
977271,Winifred Harris
1331762,Jamiel Hasson
1144743,Arthur Stuart Hull
32192,Olaf Hytten
125808,Charles La Torre
120061,George J. Lewis
1331764,Manuel Lopez
121330,Jacques Lory
1331765,Lou Marcelle
1331767,Tony Martelli
99330,George Meeker
32195,Lal Chand Mehra
1331768,Hercules Mendez
120700,Louis Mercier
12153,Torben Meyer
70939,Alberto Morin
1331769,Leo Mostovoy
82803,Corinna Mura
148852,Barry Norton
94325,Lotte Palfi Andor
931793,Paul Panzer
1331770,Manuel París
1278060,Alexander Pollard
120702,Georges Renavent
120046,Dewey Robinson
33074,Richard Ryen
85943,Dan Seymour
975881,Lester Sharpe
1331774,Dina Smirnova
1039630,Gerald Oliver Smith
120703,George Sorel
388490,Geoffrey Steele
31209,Ludwig Stössel
1132779,Mike Tellegen
1331777,Rafael Trujillo
1015446,Jacques Vanaire
1269196,Ellinor Vanderveer
10926,Norma Varden
3007,Hans Heinrich von Twardowski
119549,Jack Wise
29124,Wolfgang Zilzer
590709,Trude Berliner
40519,Max Linder
2783,Frank Mazzola
45164,Henry Rowland
29274,Leo White
995920,Paul Irving
1543340,Victor Romito
30163,Michael Mark
1666966,Bhogwan Singh
13992,Mary Astor
14450,Gladys George
14451,Barton MacLane
14452,Jerome Cowan
3339,Elisha Cook Jr.
14454,Murray Alper
14455,John Hamilton
2776,William Hopper
19020,Walter Huston
124875,Emory Parnell
15978,Charles Drake
95311,Robert Homans
13856,Hank Mann
980330,Jack Mower
96259,Chester Gan
35321,Rex Harrison
12727,Stanley Holloway
15387,Wilfrid Hyde-White
3366,Gladys Cooper
140914,Jeremy Brett
6609,Theodore Bikel
89895,Mona Washbourne
95263,Isobel Elsom
126656,John Holland
50833,Walter Hampden
5182,John Williams
16759,Martha Hyer
50834,Joan Vohs
50835,Marcel Hillaire
50836,Nella Walker
50837,Francis X. Bushman
97257,Marjorie Bennett
34320,Paul Harvey
119506,Kay Riehl
164809,Ralph Brooks
207983,Colin Campbell
131479,Harvey B. Dunn
78894,Fritz Ford
1474802,Otto Forrest
34187,Chuck Hamilton
1216356,Sam Harris
61702,Kay E. Kuter
235726,Bill Neff
10610,Gregory Ratoff
75355,Marion Ross
34008,Emmett Vogan
569321,Lovyss Bradley
1581066,Jean Ransome
1471395,James Carlisle
1469588,Fred Rapport
1598135,Herschel Graham
8487,Gregory Peck
11998,Eddie Albert
11999,Hartley Power
12000,Harcourt Williams
12001,Margaret Rawlings
12002,Tullio Carminati
12003,Paolo Carlini
12004,Claudio Ermelli
12005,Paola Borboni
12006,Alfredo Rizzo
1315106,Laura Solari
1489908,Gorella Gori
1560722,Armando Annuale
131306,Maurizio Arena
228864,Gildo Bocci
39431,Andrea Esterhazy
1454254,George Higgins
1124231,Richard McNamara
999782,Luigi Moneta
1139841,Piero Pastore
225190,Mimmo Poli
38125,Giuliano Raffaelli
1177603,Carlo Rizzo
1201885,Gianna Segale
1127395,Dianora Veiga
89210,Marco Tulli
1130804,Tania Weber
73262,Catherine Wyler
95624,Shirley Temple
32128,Richard Greene
34442,Anita Louise
8731,Ian Hunter
5831,Arthur Treacher
19329,Miles Mander
95627,Marcia Mae Jones
2018,Beryl Mercer
95628,Deidre Gale
95629,Ira Stevens
348606,Keith Hitchcock
148868,Will Stanton
1090669,Harry Allen
29600,Holmes Herbert
117695,Evan Thomas
1371301,Guy Bellis
951488,Kenneth Hunter
99212,Lionel Braham
80546,Sidney Bracey
1467112,Eve Conrad
1432530,Robert Cory
1409154,Lilyan Irene
131612,Charles Irwin
1467114,Patrick X. Kerry
113759,Morton Lowry
1467115,Jean Manners
121128,Vesey O'Davoren
1118509,Antonia Oland
120441,Rita Page
1067994,Gerald Rogers
1466134,Leslie Sketchley
154178,Amzie Strickland
132701,David Thursby
1294687,Clare Verdera
9066,Judy Garland
13991,Margaret O'Brien
13993,Lucille Bremer
13994,Leon Ames
13995,Tom Drake
13996,Marjorie Main
11502,Harry Davenport
13997,June Lockhart
13998,Henry H. Daniels Jr.
13999,Joan Carroll
10609,Hugh Marlowe
14000,Robert Sully
14001,Chill Wills
9067,Frank Morgan
9068,Ray Bolger
9069,Bert Lahr
9070,Jack Haley
9071,Billie Burke
9072,Margaret Hamilton
8517,Charley Grapewin
9073,Clara Blandick
1468722,The Singer Midgets
1318970,Pat Walshe
1179846,Terry
10538,Vivien Leigh
8725,Olivia de Havilland
3383,Thomas Mitchell
11493,Leslie Howard
7642,Barbara O'Neil
11494,Evelyn Keyes
11495,Ann Rutherford
11496,George Reeves
11497,Fred Crane
11498,Hattie McDaniel
11499,Oscar Polk
11500,Butterfly McQueen
11501,Marcella Martin
13822,Leona Roberts
11503,Cammie King
2099,J. M. Kerrigan
33775,Jackie Moran
10545,Mickey Kuhn
93896,Mary Anderson
105797,Ona Munson
8515,Jane Darwell
33277,Isabel Jewell
98571,Eddie 'Rochester' Anderson
223051,Laura Hope Crews
91217,Rand Brooks
34209,Olin Howland
1073154,Alicia Rhett
122148,Carroll Nye
33025,Howard C. Hickman
15666,Victor Jory
2015,William Bakewell
88979,Yakima Canutt
124853,Eric Linden
13979,Louis Jean Heydt
14664,Paul Hurst
101881,John Arledge
1509,Roscoe Ates
101882,James Bush
1133401,Yola d'Avril
120822,Frank Coghlan Jr.
144372,Tom Seidel
120556,E. Alyn Warren
942165,David Newell
589217,Wallis Clark
17759,Frank Faylen
89736,Si Jenks
1064924,Margaret Mann
30017,Charles Middleton
87545,Marjorie Reynolds
14970,Tom Tyler
589730,Blue Washington
96258,Ernest Whitman
105759,Guy Wilkerson
2009,John Wray
110204,Trevor Bardette
94897,Dan White
1016571,Eric Alden
555903,Everett Brown
1468786,Gary Carlson
1408726,Zack Williams
124854,Lillian Kemble-Cooper
115992,John Albright
1468783,Lennie Bluett
1437091,Daisy Bufford
1468785,Ruth Byers
1468835,F. Driver
1468845,Naomi Pharr
1468787,Martina Cortina
1468838,Inez Hatchett
1468848,Azarene Rogers
80646,Sarah Whitley
89782,Horace B. Carpenter
1074127,Luke Cosgrave
34750,Louise Carter
195031,Shirley Chambers
1298484,Billy Cook
120734,Eddy Chandler
124855,Robert Elliott
1042201,Kernan Cripps
1468844,H. Nellman
1468841,W. Kirby
568421,Patrick Curtis
1468832,Ned Davenport
1468833,Phyllis Douglas
1069698,Kelly Griffin
1468834,Joan Drake
1468839,Jean Heker
1195341,Edythe Elliott
1042290,George Hackathorne
1468840,Ricky Holt
1468755,Shep Houghton
107444,Tommy Kelly
1121713,Emmett King
1468842,Timothy J. Lonergan
1468843,William McClain
102071,Adrian Morris
1464567,Lee Murray
1208030,Jerry James
1468849,Terry Shero
233117,William Stack
124091,William Stelling
1468850,Dirk Wayne Summers
140412,Phillip Trent
1468851,Julia Ann Tuck
1468852,Rita Waterhouse
1468853,John Joseph Waterman Jr.
1468837,Evelyn Harding
1468846,Jolane Reynolds
1413586,Suzanne Ridgeway
1468784,Ann Bupp
89660,Emerson Treacy
121122,Lester Dorr
1468847,Louisa Robert
1466733,Richard Clucas
1468836,Susan Falligant
1416046,Spencer Quinn
11390,Peter O'Toole
95975,Mark Linn-Baker
46946,Joseph Bologna
17695,Bill Macy
53647,Lainie Kazan
49422,Anne De Salvo
91369,Basil Hoffman
13286,Adolph Green
14669,George Wyner
127640,Selma Diamond
44728,Cameron Mitchell
100619,Jenny Neumann
105987,Amanda Horan Kennedy
12816,John Welsh
134092,Richard Brestoff
8591,Ted Grossman
117081,Teresa Ganzel
31117,Philip Bruns
93670,Archie Hahn
194774,Karen Haber
1729780,Priscilla Kovary
1729781,Eleanor C. Heutschy
1729782,Peter Eastman
97701,Fox Harris
1729783,Rieneke
77588,Howard George
1729784,Bob Windsor
8535,Gloria Stuart
1729785,Clyde McLeod
1729786,Harry Bill Roberts
994110,Ramon Sison
1729788,Annette Robyns
157617,Pearl Shear
157444,Stanley Brock
109071,Martin Garner
1330739,John Medici
1407918,Robert G. Denison
81899,John Christy Ewing
138570,Vincent Sardi Jr.
97418,Cady McClain
111907,Norman Steinberg
1180885,Rex Benson
26737,Denver Mattson
1680739,George Fisher
1461983,Bob Terhune
91241,Nick Dimitri
13413,Phil Adams
9975,Richard E. Butler
1729789,Vince Brocato
52144,Lana Clarkson
8629,Gloria Swanson
8630,Erich von Stroheim
8631,Nancy Olson
8632,Fred Clark
8633,Lloyd Gough
8634,Jack Webb
8635,Buster Keaton
8636,Cecil B. DeMille
8637,Hedda Hopper
8640,Ray Evans
8641,Jay Livingston
33278,H.B. Warner
975597,Franklyn Farnum
82750,Larry J. Blake
130894,Charles Dayton
947709,Fred Aldrich
270786,Joel Allen
119487,Ralph Montgomery
141070,Gertrude Astor
109777,Eva Novak
121127,Frank O'Connor
1395666,Edward Biby
1404180,Danny Borzage
151887,Ken Christy
217748,Ruth Clifford
40387,Archie R. Dalzell
1080205,Arthur Lane
1208040,Edward Wahrman
1230787,Eddie Dew
130494,Julia Faye
1275717,Gerry Ganzer
1596347,Rudy Germane
1014834,Jack Perrin
1307032,Kenneth Gibson
103367,Archie Twitchell
1362457,Sidney Skolsky
8244,Howard Joslin
1021685,E. Mason Hopper
1667613,Stan Johnson
1271204,Tiny Jones
109724,Perc Launders
983505,William Meader
1000932,Gertrude Messinger
171111,Harold Miller
1027429,John 'Skins' Miller
136128,Lee Miller
122984,Bert Moorhouse
1363816,Jay Morley
10806,Robert Emmet O'Connor
119986,Emmett Smith
89163,Yvette Vickers
51310,Henry Wilcoxon
40,Orson Welles
11029,Dorothy Comingore
14518,Ray Collins
11028,George Coulouris
11025,Agnes Moorehead
11033,Paul Stewart
11026,Ruth Warrick
14364,Erskine Sanford
11030,William Alland
11027,Everett Sloane
33743,Gus Schilling
11031,Philip Van Zandt
105021,Georgia Backus
4077,Harry Shannon
1198371,Sonny Bupp
11032,Buddy Swan
8504,Gregg Toland
945285,Don Ackerman
70261,Nat 'King' Cole
1142371,Maurice Costello
1369283,Demetrius Alexis
1099216,Gene Coogan
1422325,Art Dupuis
198219,Mike Lally
1423323,Walter Lawrence
1506412,John Northpole
975503,Bob Terry
1291801,William Alston
1034935,Jack Gargan
939834,Carmen Laroux
590519,Sam Ash
1199823,Buddy Messinger
1283209,Terrance Ray
1234546,Sally Corner
1550460,Walter Bacon
940329,Herbert Corthell
1295853,Harry A. Bailey
1731500,J.J. Clark
1468172,Tom Coleman
1170356,Jack Egan
1420567,Ludwig Lowry
1147860,John McCormack
1329660,Paddy O'Flynn
1422381,Sam Rice
231219,Don Roberts
988794,Larry Wheat
1132357,Larry Williams
128873,Joan Blair
1468812,Morgan Brown
1369418,Harry Burkhardt
43836,Edmund Cobb
1317082,Eddie Coke
1178520,Louis Natheaux
1468186,Guy Repp
34101,Tom Steele
96159,Richard Wilson
34085,Louise Currie
94293,Walter Sande
233143,Jan Wiley
1468198,Buck Mack
30510,Alan Ladd
1090856,Thomas A. Curran
1307855,Jack Curtis
1422117,George Noisom
1472526,Gerald Pierce
1704987,Donna Dax
227974,George DeNormand
33971,Bud Geary
1108831,Bert LeBaron
1357958,Clyde McAtee
34818,Cyril Ring
83822,Roland Winters
997751,Lew Harvey
30012,Herman J. Mankiewicz
265594,John Dilson
97996,Walter James
217770,Robert Dudley
1433378,Suzanne Dulier
160707,Al Eben
1466158,Johnny Eckert
1431719,Carl Ekberg
17662,Edith Evanson
1467392,Carl Faulkner
1437242,Juanita Fields
1445496,Edna Mae Jones
1464780,Leda Nicova
148401,Olin Francis
1176362,Louise Franklin
1221258,Renee Godfrey
1281296,Peter Gowland
1468521,Jimmy Grant
1422389,Jesse Graves
1492450,Ernest Grooney
1681528,Jack Gwynne
1490125,Teddy Mangean
1205434,Henry Hebert
1187947,Bryan 'Slim' Hightower
1421016,Mitchell Ingraham
1023934,Philip Morris
121253,Francis Sayles
1290863,George W. Jimenez
1086333,Arthur Kay
134819,Ellen Lowe
120474,James T. Mack
1467054,Mickey Martin
1420879,Bruce Sidney
1612202,Major McBride
1269188,Charles Meakin
1718303,Edward Peil Jr.
1235592,Irving Mitchell
935629,Frances E. Neal
1467852,Lillian Nicholson
1176510,William H. O'Brien
1271643,Field Norton
106585,Dick Scott
119547,Russ Powell
1176932,Thomas Pogue
1422376,Lillian O'Malley
1062654,Jack Raymond
1265589,Gohr Van Vleck
1408657,Myrtle Rishell
117029,Benny Rubin
81975,Shimen Ruskin
109778,George Sherwood
144549,Edward Ryan
120476,Landers Stevens
1469574,Harry J. Vejar
1023709,Tudor Williams
1466740,Arthur Yeoman
31707,Tim Davis
148006,Charles Bennett
245,Keir Dullea
246,Gary Lockwood
247,William Sylvester
253,Douglas Rain
248,Daniel Richter
249,Leonard Rossiter
250,Margaret Tyzack
251,Robert Beatty
252,Sean Sullivan
102573,Frank Miller
108277,Ed Bishop
117540,Edwina Carroll
127363,Penny Brahms
1102076,Heather Downham
1819434,Maggie d'Abo
1819435,Chela Matthison
1819436,Judy Kiern
93948,Alan Gifford
107445,Ann Gillis
8645,Vivian Kubrick
1330813,Kenneth Kendall
1330785,Mike Lovell
1330786,John Ashley
1330787,Jimmy Bell
1330788,David Charkham
1330789,Simon Davis
1330790,Jonathan Daw
1330791,Péter Delmár
1330792,Terry Duggan
1330793,David Fleetwood
1330794,Danny Grover
1330795,Brian Hawley
1330796,David Hines
1330797,Tony Jackson
1330798,John Jordan
1330799,Scott MacKee
1330800,Laurence Marchant
1330801,Darryl Paes
1330802,Joe Refalo
1330803,Andy Wallace
1330804,Bob Wilyman
1330805,Richard Woods
1330806,Martin Amor
1330807,S. Newton Anderson
1330808,Sheraton Blount
1330809,Ann Bormann
1330811,Julie Croft
1330812,Penny Francis
1330814,Marcella Markham
1330815,Irena Marr
1330816,Krystyna Marr
1330817,Kim Neil
1330818,Jane Pearl
1330819,Penny Pearl
1330820,Kevin Scott
1330821,John Swindells
1208787,John Clifford
7124,Ray Milland
20100,Murvyn Vye
82384,Bruce Lester
25175,Dennis Hoey
64111,Quentin Reynolds
4344,Reinhold Schünzel
130409,Hermine Sterler
3380,Bette Davis
10606,Anne Baxter
3361,George Sanders
10607,Celeste Holm
10608,Gary Merrill
10611,Barbara Bates
109407,Randy Stuart
31350,Craig Hill
1024546,Leland Harris
247325,Barbara White
1196184,William Pullen
112355,Helen Mowery
30847,Steven Geray
88867,Norma Shearer
31550,Joan Crawford
30233,Rosalind Russell
88870,Mary Boland
14027,Paulette Goddard
3360,Joan Fontaine
88871,Phyllis Povah
83260,Lucile Watson
19967,Virginia Grey
149107,Muriel Hutchison
991385,Florence Nash
13962,Cora Witherspoon
231216,Ann Morriss
223052,Dennie Moore
991145,Mary Cecil
14655,Mary Beth Hughes
3346,Dorothy Adams
120740,Betty Blythe
143820,Dorothy Sebastian
1468673,Ruth Alder
1064450,Mariska Aldrich
1427104,Meeka Aldrich
103448,Barbara Jo Allen
143670,Judith Allen
974965,Maude Allen
1468215,Effie Anderson
1062775,Dorothy Appleby
149116,Bunny Beatty
87699,May Beatty
1144689,Wilda Bennett
103922,Gladys Blake
1274103,Marie Blake
1050222,May Boley
145832,Lilian Bond
1468209,Frederika Brown
1361269,Aileen Carlyle
30263,Dora Clement
949160,Mabel Colcord
1468680,Beatrice Cole
126657,Mildred Coles
33034,Nell Craig
34268,Esther Dale
1271041,Mary Dees
1188415,Eva Dennison
140935,Estelle Etterre
945877,Dot Farley
1468681,Nance Lee Ferrar
998697,Flora Finch
1065840,Ruth Findlay
1468682,Agnes Fraser
1069732,June Gittelson
1058730,Grace Goodall
93743,Rita Gould
128438,Grayce Hampton
1176928,Sibyl Harris
97042,Theresa Harris
14030,Grace Hayle
1468683,Brenda Henderson
1468684,Jany Hope
1468685,Joey Hope
951436,Virginia Howell
119541,Carol Hughes
1468686,Jane Isbell
116309,Suzanne Kaaren
1459371,Alice Keating
1468687,Carole Lee Kilbry
1468688,Carole Lee Kirby
1468689,Lucia LaCerte
100581,Lenita Lane
33361,Priscilla Lawson
1466154,Leni Lynn
310451,Leila McIntyre
1468690,Janet McLeay
977583,Greta Meyer
1021686,Helene Millard
1468691,Sue Moore
32436,Natalie Moorhead
1468692,Gertrude Needham
1182826,Hattie Noel
1423310,Florence O'Brien
1468693,Mimi Olivera
140817,Blanche Payson
1468694,Edith Penn
95301,Barbara Pepper
1080388,Virginia Pine
1041608,Aileen Pringle
1421288,Catherine Proctor
153505,Isabel Randolph
164779,Renie Riano
1092226,Ruth Rickaby
1068162,Jo Ann Sayers
119257,Peggy Shannon
1466140,Clarice Sherry
955108,Florence Shirley
1468702,Irene Shirley
1468705,Ann Teeman
1001010,Charlotte Treadway
979980,Beryl Wallace
99376,Josephine Whittell
98964,Marjorie Wood
133343,Charlotte Wynters
34469,Mary Young
3359,Laurence Olivier
3362,Judith Anderson
3363,Nigel Bruce
3364,Reginald Denny
3367,Florence Bates
3369,Lumsden Hare
3370,Edward Fielding
3371,Forrester Harvey
3372,Philip Winter
2438,C. Aubrey Smith
100763,Billy Bevan
8730,Melville Cooper
89727,Egon Brecher
30136,Leyland Hodgson
195086,Alphonse Martell
1186118,Ronald R. Rondell
1668909,Phyllis Woodward
20501,Joel McCrea
41245,Laraine Day
2435,Herbert Marshall
29137,Albert Bassermann
94433,Robert Benchley
22600,Edmund Gwenn
16761,Eduardo Ciannelli
29142,Martin Kosleck
325881,Frances Carson
26158,Charles Wagenheim
939656,Eddie Conrad
2502,Charles Halton
34211,Roy Gordon
114288,Gertrude Hoffmann
939983,Marten Lamont
98497,Barry Bernard
101742,Leonard Mudie
1464007,John Burton
959996,Samuel Adams
1671136,Jack Alfred
1125676,Frank Benson
1671137,Billy Bester
1468194,Henry Blair
1301730,Becky Bohanon
1141518,Louis Borell
1671138,Barbara Boudwin
1671139,Betty Bradley
1420994,Louise Brien
1671140,Ronald Brown
1198297,Willy Castello
1275728,George Cathrey
32221,Wheaton Chambers
203507,John Dawson
119543,Harry Depp
34331,Elspeth Dudgeon
134807,Helena Phillips Evans
131386,James Finlayson
1210954,George B. French
1671162,Bill Gavier
1287807,Jack George
1467863,Douglas Gordon
1671163,Richard Hammond
103947,Otto Hoffman
1671164,Billy Horn
940628,Crauford Kent
30269,Joan Leslie
725810,Gwendolyn Logan
1671165,Jackie McGee
1521391,John Meredith
1671166,Hermina Milar
1499968,Thomas Mizer
98047,Edmund Mortimer
1021841,John T. Murray
1435888,Henry Norton
96817,Jane Novak
1056732,Joe O'Brien
223268,George Offerman Jr.
1624649,Lawrence Osman
34367,Jack Rice
1671167,Loulette Sablon
116307,Harry Semels
96248,Raymond Severn
1671168,Frederick Sewell
120463,Ernie Stanton
235729,Donald Stuart
144395,Paul Sutton
932308,Ferris Taylor
117638,Dorothy Vaughan
85851,Jack Voglin
1289618,Hans von Morhart
1671169,Bert White
1379419,William Yetter Sr.
1734628,Robert Fischer
